Reaction	EC-Number	Object ID
sporulenol  =  tetraprenyl-beta-curcumene + H2O	EC-4.2.1.137	RXN-13335
glucosylation to form <i>Escherichia coli</i> serotype O:44 O antigen	EC-2.4.1	RXN-22052
S-adenosyl-L-methionine + precorrin-3B  ->  precorrin-4 + S-adenosyl-L-homocysteine + 2 H+	EC-2.1.1.131	2.1.1.131-RXN
5,10-methenyltetrahydromethanopterin + H2O  ->  5-formyl-tetrahydromethanopterin + H+	EC-3.5.4.27	3.5.4.27-RXN
(2E,6E)-farnesyl diphosphate + H2O  ->  8-epi-cedrol + diphosphate	EC-4.2.3.39	RXN-10004
all-trans-pentaprenyl diphosphate + H2O  ->  sesterfisherol + diphosphate	EC-4.2.3.176	RXN-18855
S-adenosyl-L-methionine + (3,4-dihydroxyphenyl)acetate  ->  homovanillate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.6	RXN6666-6
iminoarginine + H2O  ->  5-guanidino-2-oxopentanoate + ammonium		RXN-15850
(2Z,4Z)-2-chloro-3-hydroxyhexa-2,4-dienedioate  <-->  5-chloromaleylacetate		RXN-18364
benzaldehyde + dioxygen + H2O  ->  benzoate + hydrogen peroxide + H+	EC-1.2.3.9	RXN-8088
GA<sub>12</sub>-aldehyde monooxygenase		RXN1F-161
dTDP-D-desosamine + 3-alpha-mycarosylerythronolide B  ->  erythromycin D + dTDP + H+	EC-2.4.1.278	RXN-12808
beta-1,4-D-mannobiose  <-->  beta-D-mannosyl-(1->4)-D-glucose	EC-5.1.3.11	RXN-15344
9 S-adenosyl-L-methionine + an OphMA peptide  ->  9 S-adenosyl-L-homocysteine + an N-methylated OphMA peptide + 9 H+		RXN-21501
typhasterol + an oxidized electron carrier  <-  3-dehydroteasterone + a reduced two electron carrier	EC-1.1.99.M2	RXN-718
a 3beta-hydroxy-delta5-steroid + NAD+  <-->  a 3-oxo-delta5-steroid + NADH + H+	EC-1.1.1.145	1.1.1.145-RXN
oxaloacetate + ATP  <-->  CO2 + phosphoenolpyruvate + ADP	EC-4.1.1.49	PEPCARBOXYKIN-RXN
ATP + geraniol  ->  ADP + geranyl monophosphate + H+	EC-2.7.1.216	RXN-12307
(E)-5,6-dihydro-4-hydroxy-6-(styryl)pyran-2-one + S-adenosyl-L-methionine  ->  (R)-(+)-kavain + S-adenosyl-L-homocysteine + H+	EC-2.1.1.M66	RXN-20966
4-guanidinobutanoate + H2O  ->  4-aminobutanoate + urea	EC-3.5.3.7	GUANIDINOBUTYRASE-RXN
an N-terminal-Nalpha-acetyl-L-methionyl-L-asparaginyl-[protein] + H2O  ->  an N-terminal L-asparaginyl-[protein] + N-acetyl-L-methionine	EC-3.4.19.1	RXN-17892
L-ribulose + ATP  ->  L-ribulose 5-phosphate + ADP + H+	EC-2.7.1.16	RXN0-5116
aklavinone + NADPH + H+ + dioxygen  ->  epsilon-rhodomycinone + NADP+ + H2O	EC-1.14.13.180	RXN-14824
isocholate + NADP+  <-  3-dehydrocholate + NADPH + H+	EC-1.1.1.393	RXN-17414
(3R,4R)-7,2'-dihydroxy-4'-methoxyisoflavanol  ->  (-)-medicarpin + H2O	EC-4.2.1.139	RXN-3602
<i>N,N</i>-dihydroxy-L-isoleucine carboxy-lyase		RXN-9639
xanthan acetylase (GumF)		RXN-11800
1-O-sinapoyl-beta-D-glucose + cyanidin 3-O-[6-O-(4-O-beta-D-glucosyl-p-coumaroyl)-2-O-(beta-D-xylosyl)-beta-D-glucosyl]-5-O-(6-O-malonyl-beta-D-glucoside)  ->  arabidopsis anthocyanin A11 + D-glucopyranose	EC-2.3.1.al	RXN-14355
S-adenosyl-L-methionine + galacamine  ->  3-N-methylgalacamine + S-adenosyl-L-homocysteine + H+	EC-2.1.1	RXN-23144
2-keto-D-gluconate + an oxidized electron carrier  ->  2,5-didehydro-D-gluconate + a reduced two electron carrier	EC-1.1.99.4	DEHYDROGLUCONATE-DEHYDROGENASE-RXN
9,15,9'-tri-cis-zeta-carotene  <-->  9,9'-di-cis-zeta-carotene	EC-5.2.1.12	RXN-11354
itaconate + a reduced [NADPH-hemoprotein reductase] + dioxygen + H+  ->  2-hydroxyparaconate + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	RXN-19903
an N-acylated aliphatic-L-amino acid + H2O  ->  a carboxylate + an aliphatic L-amino acid	EC-3.5.1.14	AMINOACYLASE-RXN
UTP + a sugar 1-phosphate + H+  <-->  a UDP-sugar + diphosphate	EC-2.7.7.64	2.7.7.64-RXN
tirandamycin A + NADPH + dioxygen + H+  =  tirandamycin B + NADP+ + H2O	EC-1.14.13.M9	RXN-16898
Coalpha-[alpha-(5-methylbenzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate + H2O  ->  Coalpha-[alpha-(5-methylbenzimidazolyl)]-Cobeta-adenosylcobamide + phosphate	EC-3.1.3.73	RXN-19324
1,4-dihydroxy-2-naphthoate + an oxidized electron carrier + H+  ->  1,4-naphthoquinone + CO2 + a reduced two electron carrier		RXN-9098
alpha-D-galactose 1-phosphate + UTP + H+  <-->  UDP-alpha-D-galactose + diphosphate	EC-2.7.7.64 // EC-2.7.7.10	UTPHEXPURIDYLYLTRANS-RXN
ergosta-7,25(27)-dienol + NADPH + H+  ->  fungisterol + NADP+	EC-1.3.1	RXN-13882
an [HPr]-O-phospho-L-serine + phosphate + H+  <-->  an [HPr]-L-serine + diphosphate	EC-2.7.4	RXN-22581
trans-O-hydroxybenzylidenepyruvate + H2O  ->  salicylaldehyde + pyruvate	EC-4.1.2.45	RXN-8615
4-hydroxybenzoate + L-glutamate + ATP  ->  N-(4-hydroxybenzoyl)-L-glutamate + AMP + diphosphate + H+	EC-6.3	RXN-10887
a (3R)-all-trans-3-hydroxyretinol-[retinoid-binding protein]  ->  a (3S)-all-trans-3-hydroxyretinol-[retinoid-binding protein]	EC-5.1.2	RXN-13366
n beta-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-beta-D-Man-(1->3)-GlcNAc-PP-undecaprenol  ->  Salmonella enterica serotype O:6,7 O antigen + n-1 di-trans,octa-cis-undecaprenyl diphosphate + n-1 H+	EC-2.4.99	RXN-22069
methylamine + L-glutamate  ->  N-methyl-L-glutamate + ammonium	EC-2.1.1.21	2.1.1.21-RXN
2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate + NAD+ + H2O  ->  3-dehydroquinate + ammonium + NADH + H+	EC-1.4.1.24	RXN-10032
geranylgeranyl diphosphate  ->  pseudolaratriene + diphosphate	EC-4.2.3.180	RXN-18885
(indol-3-yl)pyruvate + NADPH + dioxygen + H+  ->  (indol-3-yl)acetate + CO2 + NADP+ + H2O	EC-1.14.13.168	RXNDQC-2
D-glucaro-1,5-lactone  ->  D-glucaro-1,4-lactone	EC-5.4.1.4	RXN-15905
4-hydroxybutanoate + ATP + coenzyme A  ->  4-hydroxybutanoyl-CoA + ADP + phosphate	EC-6.2.1.56	RXN-18387
pelargonidin-3,5-di-O-beta-D-glucoside + (E)-caffeoyl-CoA  ->  bisdemalonylsalvianin + coenzyme A	EC-2.3.1	RXN-8138
kaempferol 3-rhamnosyltransferase	EC-2.4.1	RXN1F-474
(2E,6E)-farnesyl diphosphate + H2O  ->  avermitilol + diphosphate	EC-4.2.3.96	RXN-12831
3-sulfinopropanoyl-CoA + H2O  ->  propanoyl-CoA + sulfite + H+	EC-3.13.1.4	RXN-15362
aldehydo-D-apiose  <-->  D-apiofuranose		RXN-21521
D-myo-inositol (1,2,4,5,6)-pentakisphosphate + H2O  ->  D-myo-inositol (1,2,5,6) tetrakisphosphate + phosphate		RXN-7243
prostaglandin E1 + NADP+  ->  15-dehydro-prostaglandin E1 + NADPH + H+	EC-1.1.1.197	1.1.1.197-RXN
an osmoregulated periplasmic glucan with phosphoglycerol substituent + an osmoregulated periplasmic glucan  <-->  an osmoregulated periplasmic glucan + an osmoregulated periplasmic glucan with phosphoglycerol substituent	EC-2.7.8.21	PGLYCEROLTRANSII-RXN
(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  camelliol C	EC-5.4.99.38	RXN-12330
ATP + 2-phospho-D-glycerate  ->  ADP + 2,3-diphospho-D-glycerate + H+	EC-2.7.2.16	RXN-20987
sulfur(0) + H2  ->  hydrogen sulfide	EC-1.12.98.4	H2SOXIREDPYRO-RXN
a [DNA ligase]-L-lysine + NAD+  ->  a [DNA ligase]-N6-(5'-adenylyl)-L-lysine + beta-nicotinamide D-ribonucleotide + 2 H+		RXN-17920
a (1->4)-alpha-D-glucan[periplasm] + n H2O[periplasm]  ->  a (1->4)-alpha-D-glucan[periplasm] + maltohexaose[periplasm]	EC-3.2.1.1	RXN0-5181
3'-phosphoadenylyl-sulfate + desulfo-A47934  ->  adenosine 3',5'-bisphosphate + A47934 + H+	EC-2.8.2.36	RXN-14843
(31R)-8-ethyl-12-methylbacteriochlorophyllide d + (2E,6E)-farnesyl diphosphate + H+  ->  (31R)-8-ethyl-12-methylbacteriochlorophyll d + diphosphate	EC-2.5.1.bl	RXN-17437
(2-hydroxy-1H-indol-3-yl)acetate + NADH + dioxygen + H+  ->  2-(3-hydroxy-2-oxo-1H-indol-3-yl)acetate + NAD+ + H2O	EC-1.14.13	RXN-3941
S-adenosyl-L-methionine + N,N-dimethylglycine  ->  S-adenosyl-L-homocysteine + glycine betaine + H+	EC-2.1.1.161	RXN-9680
an organic molecule + an organic hydroperoxide  ->  2 an alcohol	EC-1.11.2.3	RXN-11819
(2E,6E)-farnesyl diphosphate + H2O  ->  kunzeaol + diphosphate	EC-4.2.3.143	RXN-14375
lathosterol + NADP+  <-  lathosterone + NADPH + H+	EC-1.1.1.270	RXN-20442
pre-leporin C  ->  leporin C + H2O		RXN-23166
2-deoxy-D-ribose 5-phosphate  <-->  D-glyceraldehyde 3-phosphate + acetaldehyde	EC-4.1.2.4	DEOXYRIBOSE-P-ALD-RXN
diphthamide synthase		RXN-11373
a [protein]-N6-[1,1-(5-adenosylyl-alpha-D-ribose-1,2-di-O-yl)ethyl]-L-lysine + H2O  ->  a [protein]-L-lysine + 2''-O-acetyl-ADP-ribose		RXN-19920
5-acetamidovalerate + H2O  ->  5-aminopentanoate + acetate	EC-3.5.1	AMVAL-RXN
an alpha-D-glucan + ATP + H2O  ->  [6-O-phospho-alpha-glucan] + AMP + phosphate + 2 H+	EC-2.7.9.4	2.7.9.4-RXN
fuscofusarin + NAD(P)H + H+ + dioxygen  ->  dimeric 9-hydroxyrubrofusarin-fuscofusarin + NAD(P)+ + H2O	EC-1.14.13	RXN-16930
5-epi-valiolone  ->  valienone + H2O		RXN-9142
xanthine + dioxygen + H2O  ->  urate + hydrogen peroxide	EC-1.17.3.2	XANTHINE-OXIDASE-RXN
UDP-alpha-D-glucose + quercetagetin  ->  quercetagetin 7-O-glucoside + UDP + H+	EC-2.4.1	RXN-13899
7-hydroxylauroyl-CoA + 2 NADPH + 2 H+  ->  dodecane-1,7-diol + coenzyme A + 2 NADP+	EC-1.2.1.84	RXN-16408
a 6-carboxy-2-demethylmenaquinol + H+  ->  CO2 + a 2-demethylmenaquinol	EC-4.1.1.M24	RXN-22601
(S)-propane-1,2-diol + NAD+  <-->  hydroxyacetone + NADH + H+		RXN-8632
(2R)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propan-1-one + glutathione  ->  (2R)-2-(glutathion-S-yl)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-1-one + guaiacol		RXN-10903
(2S)-2-hydroxy-2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetyl-[PKS-acp] + NADP+  <-  2-oxo-2-[4,5,7,10-tetrahydroxy-3-(3-oxobutanoyl)anthracen-2-yl]acetyl-[PKS-acp] + NADPH + H+	EC-1.1.1	RXN-13387
1-(4-methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine + H2O  ->  2-{[(4-methoxybenzyl)(methyl)amino]methyl}-2-methylpropane-1,3-diol	EC-3.3.2.9	RXN-19352
UDP-alpha-D-galactose + alpha-Neu5Ac-(2->3)-beta-D-Glc-(1->3)-alpha-D-GlcNAc-PP-Und  ->  UDP + alpha-Neu5Ac-(2->3)-[alpha-D-Gal-(1->2)]-beta-D-Glc-(1->3)-alpha-D-GlcNAc-PP-Und + H+	EC-2.4.1	RXN-22084
a 5,10-methylenetetrahydrofolate + a uracil54 in tRNA + NAD(P)H + H+  ->  a tetrahydrofolate + a 5-methyluracil54 in tRNA + NAD(P)+	EC-2.1.1.74	2.1.1.74-RXN
4-acetamidobutanoyl-CoA + H2O  ->  4-aminobutanoyl-coA + acetate	EC-3.5.1.51	4-ACETAMIDOBUTYRYL-COA-DEACETYLASE-RXN
PAI-1-2 + H2O  ->  N-(butyryl)-L-homoserine + H+	EC-3.1.1.81	RXN-10050
9-(methylsulfanyl)-2-oxononanoate + acetyl-CoA + H2O  ->  2-[(7'-methylsulfanyl)heptyl]malate + coenzyme A + H+	EC-2.3.3.17	RXNQT-4175
UDP-alpha-D-glucuronate + cytosine  ->  cytosyl-beta-D-glucuronate + UDP + H+	EC-2.4.1	RXN-15927
2,3,5-trichloro-6-(glutathion-S-yl)-hydroquinone + glutathione  ->  2,3,6-trichlorohydroquinone + glutathione disulfide + H+	EC-1.8.5.7	RXN-18406
L-pipecolate + NAD(P)+  <-  1-piperideine-2-carboxylate + NAD(P)H + 2 H+	EC-1.5.1.1	RXN-8166
6-O-trans-methoxy-mycolyl-trehalose 6-phosphate + H2O  ->  trehalose-trans-methoxy-mono-mycolate + phosphate	EC-3.1.3.12	RXN1G-1437
(3S)-2,3-epoxy-2,3-dihydrosqualene  ->  delta-amyrin	EC-5.4.99.55	RXN-12847
ent-sandaracopimaradiene + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  ent-sandaracopimaradien-3beta-ol + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.70	RXN-15379
D-myo-inositol (2,3,4) trisphosphate + H2O  ->  D-myo-inositol (2,4) bisphosphate + phosphate	EC-3.1.3.62	RXN-7304
salutaridinol + NADP+  <-->  salutaridine + NADPH + H+	EC-1.1.1.248	1.1.1.248-RXN
3-phenyl-2-oxopropanoate  <-->  enol-phenylpyruvate	EC-5.3.2.1	PHENYLPYRUVATE-TAUTOMERASE-RXN
a methylated nucleobase within DNA + 2-oxoglutarate + dioxygen  ->  a nucleobase within DNA + CO2 + formaldehyde + succinate	EC-1.14.11.33	RXN-12353
arsenous acid + 3 glutathione  ->  arsenic triglutathione + 3 H2O		RXN-21019
L-histidinol phosphate + 2-oxoglutarate  <-->  3-(imidazol-4-yl)-2-oxopropyl phosphate + L-glutamate	EC-2.6.1.9	HISTAMINOTRANS-RXN
a 5' half-tRNA molecule with a 2' phosphate on its 3' end + a 3' half-tRNA molecule with a phosphate on its 5' end + ATP  ->  a 2'-phospho-[ligated tRNA] + AMP + diphosphate	EC-6.5.1	RXN-17941
methylglyoxal + NADH + H+  ->  hydroxyacetone + NAD+	EC-1.1.1	RXN0-5213
S-methyl-L-methionine + pyruvate + NADPH + H+  ->  sulfonopine + NADP+ + H2O	EC-1.5.1	RXN-14860
a bacteriochlorophyllide c + (2E,6E)-farnesyl diphosphate + H+  ->  a bacteriochlorophyll c + diphosphate	EC-2.5.1.bl	RXN-17452
(-)-medicarpin-3-O-glucoside + malonyl-CoA  ->  (-)-medicarpin-3-O-glucoside-6''-malonate + coenzyme A	EC-2.3.1.115	RXN-4204
2.4.2.-	EC-2.4.1	RXN-9714
uridine746 in 23S rRNA  ->  a pseudouridine746 in 23S rRNA	EC-5.4.99.29	RXN-11843
kanamycin B + 2-oxoglutarate + dioxygen  ->  2'-dehydrokanamycin A + succinate + ammonium + CO2	EC-1.14.11.37	RXN-14401
a phosphatidylethanolamine + a 1-arachidonoyl-2-acyl-sn-glycero-3-phosphocholine  ->  an N-arachidonoyl-phosphatidylethanolamine + a 1-lysophosphatidylcholine + H+	EC-2.3.1.M82	RXN-20503
an acyl-CoA + a 4-O-(2'-O-acyl-beta-D-mannopyranosyl)-erythritol  ->  a mannosylerythritol lipid D + coenzyme A	EC-2.3.1	RXN-23183
meso-diaminopimelate + H+  ->  L-lysine + CO2	EC-4.1.1.20	DIAMINOPIMDECARB-RXN
16alpha, 17-epoxy gibberellin A12  ->  16,17-dihydro-16alpha,17-dihydroxy gibberellin A12		RXN-11392
zealexin A3 + an oxidized electron carrier  ->  zealexin A4 + a reduced two electron carrier		RXN-19948
arachidonate + dioxygen  ->  (15S)-HpETE	EC-1.13.11.33	ARACHIDONATE-15-LIPOXYGENASE-RXN
trans-cinnamoyl-CoA + (R)-3-(phenyl)lactate  ->  cinnamate + (R)-3-(phenyl)lactoyl-CoA	EC-2.8.3.17	2.8.3.17-RXN
5-(hydroxymethyl)-2-methylphenol + NAD+  ->  3-hydroxy-4-methylbenzaldehyde + NADH + H+	EC-1.1.1.90	RXN-16953
CDP-alpha-D-paratose  ->  CDP-alpha-D-tyvelose	EC-5.1.3.10	RXN-9160
3',4'-dimethylmyricetin 5'-<i>O</i>-methyltransferase	EC-2.1.1	RXN-13915
1-[(E)-{[5-(hydroxyamino)furan-2-yl]methylidene}amino]imidazolidine-2,4-dione + 2 NADP+ + H2O  <-  nitrofurantoin + 2 NADPH + 2 H+	EC-1.7.1.M4	RXN-22621
D-tryptophan + dioxygen  ->  N-formyl-D-kynurenine	EC-1.13.11.52	RXN-8664
selenophosphate + an L-seryl-[tRNAsec]  ->  an L-selenocysteinyl-[tRNAsec] + phosphate	EC-2.9.1.1	2.9.1.1-RXN
3-hydroxy-5-methylbenzaldehyde + NADP+ + H2O  ->  3-hydroxy-5-methyl-benzoate + NADPH + 2 H+	EC-1.2.1.7	RXN-16956
isoflavonoid-7-<i>O</i>-&beta;-<i>D</i>-apiosylglucopyranoside glucosidase	EC-3.2.1.161	RXN-9163
S-adenosyl-L-methionine + 3',4',5'-trimethylmyricetin  ->  3,3',4',5'-tetramethylmyricetin + S-adenosyl-L-homocysteine + H+	EC-2.1.1	RXN-13918
UDP-N-acetyl-alpha-D-glucosamine + an N-acetyl-beta-D-glucosaminyl-(1,3)-beta-D-galactosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-R  ->  a beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R + UDP + H+	EC-2.4.1.386	RXN-22624
hydrogen peroxide + a reduced two electron carrier  ->  an oxidized electron carrier + 2 H2O	EC-1.11.1.21	RXN-8667
K-252c + dTDP-2-deoxy-5-keto-dihydrostreptose  ->  2-deoxy-5-keto-dihydrostreptosyl-K252c + dTDP		RXN-10926
eicosatetraenoyl-CoA &Delta;<sup>5</sup> desaturase	EC-1.14.19.44	RXN-13429
N-methylpyrrolidone + ATP + 2 H2O  ->  4-methylaminobutanoate + ADP + phosphate + H+	EC-3.5.2	RXN-19382
(2S)-2,3-dihydroxypropane-1-sulfonate  ->  hydroxyacetone + sulfite + H+	EC-4.4.1.41	RXN-22108
D-ribose 5-phosphate + acetoin  =  1-deoxy-D-altro-heptulose 7-phosphate + acetaldehyde	EC-2.2.1.4	2.2.1.4-RXN
4-nitrophenyl phosphate[periplasm] + H2O[periplasm]  ->  4-nitrophenol[periplasm] + phosphate[periplasm] + H+[periplasm]	EC-3.1.3.41	4-NITROPHENYLPHOSPHATASE-RXN
4-methylcatechol + dioxygen  ->  3-methyl-cis,cis-muconate + 2 H+		RXN-10080
Man8(GlcNAc)2-[protein] (isomer 8A1,2,3B1,3) + H2O  ->  Man7(GlcNAc)2-protein (isomer 7A1,2,3B1) + beta-D-mannopyranose		RXN-18926
UDP-alpha-D-glucose + (Z)-omega-(methylsulfanyl)heptyl-thiohydroximate  ->  6-(methylsulfanyl)hexyl-desulfoglucosinolate + UDP + H+	EC-2.4.1.195	RXNQT-4326
L-glutamate + tyramine + ATP  ->  gamma-glutamyltyramine + ADP + phosphate + H+	EC-6.3.4.24	RXN-15947
isozeaxanthin + 2 an oxidized electron carrier  ->  3,4,3',4'-tetradehydroisozeaxanthin + 2 a reduced two electron carrier		RXN-8193
2,3-didehydro-L-gulonate  ->  2-carboxy-L-lyxonolactone		RXN-12870
S-adenosyl-L-methionine + 8-demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)-tetracenomycin C  ->  8-demethyl-8-(2,3-O-dimethyl-alpha-L-rhamnosyl)-tetracenomycin C + S-adenosyl-L-homocysteine + H+	EC-2.1.1.306	RXN-15404
L-aspartyl-L-phenylalanine + H2O  ->  L-aspartate + L-phenylalanine		RXN-21570
1,3,7-trihydroxyxanthone + NADPH + H+ + dioxygen  ->  1,3,6,7-tetrahydroxyxanthone + NADP+ + H2O		RXN-7485
2-keto-D-gluconate + NADP+  <-->  2,5-didehydro-D-gluconate + NADPH + H+	EC-1.1.1.274	1.1.1.274-RXN
diethylthiophosphate + H2O  ->  diethylphosphate + hydrogen sulfide	EC-3.13.1	PHOSPHO-DETHIO-RXN
S-adenosyl-L-methionine + an N2-methylguanine26/guanine27 in tRNA  ->  an N2 dimethylguanine26/guanine27 in tRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.215	RXN-12379
hydroxyferroheme i  ->  ferroheme a + H2O		RXN-18431
palmitoleate  ->  palmitelaidate	EC-5.2.1.M1	RXN-21045
L-homoserine + succinyl-CoA  ->  O-succinyl-L-homoserine + coenzyme A	EC-2.3.1.46	HOMSUCTRAN-RXN
tetracycline + NADPH + dioxygen + H+  ->  11a-hydroxytetracycline + NADP+ + H2O	EC-1.14.13.231	RXN-17967
succinate semialdehyde + NAD(P)+ + H2O  ->  succinate + NAD(P)H + 2 H+	EC-1.2.1.16	RXN0-5293
aldehydo-D-ribose  <-->  D-ribofuranose		RXN-14882
4alpha-methyl-5alpha-cholest-7-en-3beta-ol  <-->  4alpha-methyl-5alpha-cholesta-8-en-3-ol	EC-5.3.3.5	RXN-4286
L-serine + 2-oxoglutarate  =  L-glutamate + 3-hydroxypyruvate		RXN-974
31-norcycloartenol + a methylated methyl donor  ->  cycloartenol + a demethylated methyl donor	EC-2.1.1	RXN-11875
eridictyol 4-reductase	EC-1.1.1.234	RXN-14422
an 1-acyl-2-arachidonoyl-sn-glycerol + H2O  ->  2-arachidonoylglycerol + a fatty acid + H+	EC-3.1.1.116	RXN-20522
monoisobutyl phthalate + H2O  ->  phthalate + isobutanol + H+	EC-3.1.1	RXN-23212
a tetrahydrofolate + NADP+  <-  a 7,8-dihydrofolate + NADPH + H+	EC-1.5.1.3	DIHYDROFOLATEREDUCT-RXN
(E)-phenylacetaldehyde oxime + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  1-aci-nitro-2-phenylethane + an oxidized [NADPH-hemoprotein reductase] + H2O		RXN-11412
S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin + H+  ->  an unsulfurated [sulfur carrier] + 4,5-secobiotin + 5'-deoxyadenosine + L-methionine + 2 an oxidized [2Fe-2S] ferredoxin		RXN-17472
cathenamine  <-->  4,21-dehydrogeissoschizine		RXN-19979
an aromatic primary alcohol + NADP+  <-->  an aromatic aldehyde + NADPH + H+	EC-1.1.1.91	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
3-dehydro-L-gulonate + NAD(P)+  =  2,3-didehydro-L-gulonate + NAD(P)H + H+	EC-1.1.1.130	3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN
cyclopenin dioxygenase		RXN-16976
hemigossypolone + (E)-beta-ocimene + an oxidized electron carrier  ->  heliocide H4 + a reduced two electron carrier		RXN-9180
S-adenosyl-L-methionine + kaempferol  ->  3-O-methylkaempferol + S-adenosyl-L-homocysteine	EC-2.1.1	RXN-13935
2 GTP + bis(molybdenum cofactor) + 2 H+  ->  bis(guanylyl molybdopterin) cofactor + 2 diphosphate		RXN-16456
2-dehydro-3-deoxy-L-fuconate + NAD+  ->  2,4-didehydro-3-deoxy-L-fuconate + NADH + H+	EC-1.1.1.ex	RXN-22641
S-adenosyl-L-methionine + (1H-indol-3-yl)-N-methylmethanamine  ->  gramine + S-adenosyl-L-homocysteine + H+		RXN-8687
D-myo-inositol 1,3,4,5,6-pentakisphosphate + H2O  ->  D-myo-inositol (1,4,5,6)-tetrakisphosphate + phosphate	EC-3.1.3	RXN-10945
hydroxycinnamte 4-&beta;-glucosyltransferase	EC-2.4.1.126	RXN-13450
UDP-N-acetyl-alpha-D-glucosamine + a 3-O-(alpha-D-mannosyl)-(Ser/Thr)-[protein]  ->  a 3-O-[N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl)]-(Ser/Thr)-[protein] + UDP + H+	EC-2.4.1.312	RXN-19399
n beta-D-GalNAc-(1->3)-alpha-L-Rha-(1->4)-alpha-D-GlcNAc-(1->4)-beta-D-Gal-(1->3)-GalNAc-PP-Und  ->  Escherichia coli serotype O:107 O antigen + n-1 di-trans,octa-cis-undecaprenyl diphosphate + n-1 H+	EC-2.4.99	RXN-22129
an all-trans retinol-[cellular-retinol-binding-protein] + a phosphatidylcholine  ->  a cellular-retinol-binding protein + an all-trans-retinyl ester + a 1-lysophosphatidylcholine	EC-2.3.1.135	2.3.1.135-RXN
(4-hydroxyphenyl)acetate + H+  ->  4-methylphenol + CO2	EC-4.1.1.83	4.1.1.83-RXN
3,6-dichloro-4-methylcatechol + dioxygen  ->  2,5-dichloro-3-methyl-muconate + 2 H+		RXN-10097
(2E,6E)-farnesyl diphosphate + H2O  ->  (2Z,6E)-hedycaryol + diphosphate	EC-4.2.3.187	RXN-18944
glucoalyssin + dioxygen  ->  glucobrassicanapin + methanesulfonate + H+	EC-1.14.11.M8	RXNQT-4344
lolitriol dimethylallyltransferase	EC-2.5.1	RXN-15964
4-ketotorulene + a reduced two electron carrier + dioxygen  ->  3-hydroxy-4-ketotorulene + an oxidized electron carrier + H2O	EC-1.14.99	RXN-8218
[(3S,4R)-4-(6-methyloctanoyl)-5-oxooxolan-3-yl]methyl phosphate + NADP+  <-  [4-(6-methyloctanoyl)-5-oxo-2H-furan-3-yl]methyl phosphate + NADPH + H+	EC-1.3.1.113	RXN1UA-51
(R)-benzoin + NADP+  =  benzil + NADPH + H+	EC-1.1.1.321	RXN-12897
2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase	EC-4.1.1	RXN-15423
atrochrysone carboxylate + H+  ->  atrochrysone + CO2	EC-4.1.1	RXN-21591
(E)-4-coumaroyl-CoA + 3 malonyl-CoA + 2 H+ + H2O  ->  3 CO2 + 4-coumaroyltriacetate + 4 coenzyme A	EC-2.3.1	RXN-7577
(R)-malate + NAD+  ->  pyruvate + CO2 + NADH	EC-1.1.1.83	1.1.1.83-RXN
phthalate + NADH + dioxygen + H+  ->  phthalate 4,5-cis-dihydrodiol + NAD+	EC-1.14.12.7	PHTHALATE-45-DIOXYGENASE-RXN
prenyl diphosphate + deoxycohumulone  ->  colupulone + diphosphate	EC-2.5.1.137	RXN-18449
5-fluorouridine 5'-monophosphate + H2O  ->  5-fluorouridine + phosphate	EC-3.1.3.M8	RXN-21067
ammonium + an oxidized electron carrier + H2O  <-  hydroxylamine + a reduced two electron carrier + H+	EC-1.7.99.1	HYDROXYLAMINE-REDUCTASE-RXN
tetracycline + chloride + FADH2 + dioxygen  ->  7-chlorotetracycline + FAD + 2 H2O + H+	EC-1.14.19.49	RXN-17996
(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA  <-->  (2E,5Z)-tetradecenoyl-CoA + H2O	EC-4.2.1.17	RXN0-5393
2-sulfinoacetaldehyde + H2O  ->  sulfite + acetaldehyde + H+	EC-3.13.1	RXN-14908
