"EC","EC2","ec"
"RXN-22015","RXN-22015","1.1.1.239"
"2-METHYLCITRATE-SYNTHASE-RXN","2-METHYLCITRATE-SYNTHASE","2.3.3.5"
"RHAMNULPALDOL-RXN","RHAMNULPALDOL","4.1.2.19"
"RXN-18814","RXN-18814","1.1.1.306"
"RXN-21449","RXN-21449","6.2.1.3"
"RXN66-534","RXN66-534","4.2.1.22"
"RXN-15794","RXN-15794","3.1.3"
"RXN-18316","RXN-18316","2.4.1.M19"
"RXN18C3-58","RXN18C3-58","2.4.1"
"RXN-12760","RXN-12760","1.13.11.61"
"RXN-15300","RXN-15300","1.1.3.46"
"RXN-682","RXN-682","1.14.13.M65"
"ORNMUTST-RXN","ORNMUTST","5.4.3.5"
"RXN-12257","RXN-12257","1.14.13"
"RXN-20915","RXN-20915","2.3.1.251"
"GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN","GLYCOPROTEIN-N-PALMITOYLTRANSFERASE","2.3.1.M50"
"RXN-17845","RXN-17845","2.3.1.253"
"RXN-20388","RXN-20388","2.3.1.296"
"RXN0-4141","RXN0-4141","1.12.99.6"
"RXN-14790","RXN-14790","1.3.1.124"
"RXN-17373","RXN-17373","4.2.3.155"
"RXN-9589","RXN-9589","2.4.2.41"
"RXN-11759","RXN-11759","3.2.1.168"
"RXN-14287","RXN-14287","2.4.1.262"
"RXN-23056","RXN-23056","1.14.11"
"D-NOPALINE-DEHYDROGENASE-RXN","D-NOPALINE-DEHYDROGENASE","1.5"
"RXN-11307","RXN-11307","2.3.2"
"ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR-RXN","ALKAN-1-OL-DEHYDROGENASE-ACCEPTOR","1.1.99.20"
"2.7.1.80-RXN","2.7.1.80","2.7.1.80"
"RXN-19286","RXN-19286","1.14.20.14"
"UDPGLCNACEPIM-RXN","UDPGLCNACEPIM","5.1.3.14"
"RXN-13840","RXN-13840","1.14.13"
"RXN-16310","RXN-16310","1.3.98"
"RXN-22519","RXN-22519","6.2.1"
"RXN-8574","RXN-8574","4.2.3.46"
"RXN-10839","RXN-10839","2.1.1.326"
"RXN-13308","RXN-13308","1.3.1.93"
"RXN-22034","RXN-22034","2.4.99"
"2.1.1.105-RXN","2.1.1.105","2.1.1.105"
"RIBOSYLNICOTINAMIDE-KINASE-RXN","RIBOSYLNICOTINAMIDE-KINASE","2.7.1.22"
"RXN-18831","RXN-18831","1.14.19"
"RXN66-62","RXN66-62","1.2.3"
"RXN-15813","RXN-15813","6.3.2"
"RXN-18339","RXN-18339","1.14.99.58"
"RXN1A0-6297","RXN1A0-6297","2.3.1"
"RXN-12781","RXN-12781","3.1.2"
"RXN-7066","RXN-7066","2.4.1"
"OXAMATE-CARBAMOYLTRANSFERASE-RXN","OXAMATE-CARBAMOYLTRANSFERASE","2.1.3.5"
"RXN-12278","RXN-12278","3.2.1.2"
"RXN-20935","RXN-20935","4.1.1.121"
"GLYRIBONUCSYN-RXN","GLYRIBONUCSYN","6.3.4.13"
"RXN-17872","RXN-17872","2.3.1.259"
"RXN-20404","RXN-20404","2.3.1.24"
"RXN0-5001","RXN0-5001","3.2.1.177"
"RXN-17393","RXN-17393","4.2.2.f"
"DARAB5PISOM-RXN","DARAB5PISOM","5.3.1.13"
"RXN-19871","RXN-19871","1.1.1.M51"
"ALLYL-ALCOHOL-DEHYDROGENASE-RXN","ALLYL-ALCOHOL-DEHYDROGENASE","1.1.1.54"
"2.7.7.13-RXN","2.7.7.13","2.7.7.13"
"RXN-19302","RXN-19302","2.7.8.26"
"RXN-9074","RXN-9074","2.4.1"
"URATE-OXIDASE-RXN","URATE-OXIDASE","1.7.3.3"
"RXN-13857","RXN-13857","1.14.19.12"
"RXN-16344","RXN-16344","1.14.20.8"
"RXN-22541","RXN-22541","4.8.1.1"
"RXN-8590","RXN-8590","4.2.3"
"RXN-10868","RXN-10868","2.8.2.M2"
"RXN-2205","RXN-2205","2.6.1"
"2.1.1.128-RXN","2.1.1.128","2.1.1.128"
"3.5.2.18-RXN","3.5.2.18","3.5.2.18"
"RXN-10001","RXN-10001","3.6.1.57"
"RXN-18851","RXN-18851","1.14.18.1"
"RXN6666-2","RXN6666-2","3.5.1.99"
"RXN-15847","RXN-15847","2.1.1"
"RXN-8085","RXN-8085","1.14.14.M31"
"RXN1F-151","RXN1F-151","5.5.1.19"
"RXN-12804","RXN-12804","2.4.1"
"RXN-7162","RXN-7162","2.7.1.151"
"1.1.1.134-RXN","1.1.1.134","1.1.1.134"
"PENTALENENE-SYNTHASE-RXN","PENTALENENE-SYNTHASE","4.2.3.7"
"RXN-12303","RXN-12303","1.6.5.2"
"RXN-20959","RXN-20959","2.4.1"
"GUANIDINOACETASE-RXN","GUANIDINOACETASE","3.5.3.2"
"RXN-17889","RXN-17889","2.3.2.8"
"RXN0-5107","RXN0-5107","3.6.1.9"
"RXN-14821","RXN-14821","1.14.11.43"
"RXN-17411","RXN-17411","1.1.1.391"
"RXN-14348","RXN-14348","3.2.1"
"DEHYDDEOXPHOSGALACT-ALDOL-RXN","DEHYDDEOXPHOSGALACT-ALDOL","4.1.2.55 // EC-4.1.2.21"
"RXN-11350","RXN-11350","2.4.1.129"
"AMINEOXID-RXN","AMINEOXID","1.4.3.21"
"2.7.7.51-RXN","2.7.7.51","2.7.7.51"
"RXN-19320","RXN-19320","3.1.3.73"
"RXN-9093","RXN-9093","2.4.2"
"RXN-13878","RXN-13878","2.4.1"
"RXN-16379","RXN-16379","1.14.19.21"
"RXN-22578","RXN-22578","2.4.2.54"
"RXN-8608","RXN-8608","4.2.3.73"
"RXN-10884","RXN-10884","6.3"
"RXN-13355","RXN-13355","1.13.11.65"
"RXN-22066","RXN-22066","2.3.1"
"2.1.1.16-RXN","2.1.1.16","2.1.1.16"
"RXN-10029","RXN-10029","1.5.1.47"
"RXN8J2-3","RXN8J2-3","6.3.1.M5"
"RXN-15901","RXN-15901","5.4.1.4"
"RXN-18383","RXN-18383","1.3.3.6"
"RXN1F-444","RXN1F-444","2.4.1"
"RXN-15359","RXN-15359","2.3.1"
"RXN-21518","RXN-21518","1.14.13"
"1.1.1.190-RXN","1.1.1.190","1.1.1.190"
"PGLUCONDEHYDRAT-RXN","PGLUCONDEHYDRAT","4.2.1.12"
"RXN-12326","RXN-12326","5.4.99.56"
"RXN-20984","RXN-20984","2.3.1"
"H2NTPEPIM-RXN","H2NTPEPIM","5.1.99.7"
"RXN0-5144","RXN0-5144","2.1.1.61"
"RXN-14838","RXN-14838","2.4.1.311"
"RXN-17434","RXN-17434","4.2.1.169"
"RXN-3765","RXN-3765","1.14.14.89"
"RXN-9673","RXN-9673","6.2.1.3"
"RXN-11814","RXN-11814","1.11.2.1"
"RXN-14372","RXN-14372","2.4.1.18"
"RXN-20436","RXN-20436","5.5.1.9"
"RXN-23161","RXN-23161","2.1.1"
"DEOXYNUCLEOSIDE-PHOSPHATE-KINASE-RXN","DEOXYNUCLEOSIDE-PHOSPHATE-KINASE","2.7.4.13"
"AMP-DEPHOSPHORYLATION-RXN","AMP-DEPHOSPHORYLATION","3.1.3.5"
"2.7.8.6-RXN","2.7.8.6","2.7.8.6"
"RXN-16927","RXN-16927","1.14.19"
"RXN-9139","RXN-9139","2.5.1"
"WAX-ESTER-HYDROLASE-RXN","WAX-ESTER-HYDROLASE","3.1.1.50"
"RXN-16405","RXN-16405","1.2.1.84"
"RXN-22598","RXN-22598","4.1.1.M24"
"RXN-863","RXN-863","4.1.99.11"
"RXN-22081","RXN-22081","2.4.1"
"2.1.1.70-RXN","2.1.1.70","2.1.1.70"
"3PGAREARR-RXN","3PGAREARR","5.4.2.12"
"RXN-10047","RXN-10047","3.1.1.81"
"RXNQT-4166","RXNQT-4166","2.3.3.17"
"RXN-15922","RXN-15922","1.14.13"
"RXN-18403","RXN-18403","1.8.5.7"
"RXN-8155","RXN-8155","2.4.1.263"
"RXN1G-129","RXN1G-129","3.13.1"
"RXN-12844","RXN-12844","5.4.99.51"
"RXN-15375","RXN-15375","2.3.1"
"RXN-7301","RXN-7301","3.1.3.62"
"1.1.1.231-RXN","1.1.1.231","1.1.1.231"
"PHENYLALANINE-N-ACETYLTRANSFERASE-RXN","PHENYLALANINE-N-ACETYLTRANSFERASE","2.3.1.53"
"RXN-12348","RXN-12348","2.1.1.M42"
"HIPPURATE-HYDROLASE-RXN","HIPPURATE-HYDROLASE","3.5.1.32"
"RXN0-5208","RXN0-5208","2.7.7"
"RXN-14857","RXN-14857","3.5.99"
"RXN-17449","RXN-17449","2.1.1.333"
"RXN-4144","RXN-4144","1.3.1.70"
"RXN-9704","RXN-9704","2.4.1"
"RXN-11840","RXN-11840","5.4.99.26"
"RXN-14398","RXN-14398","1.3.1.101"
"RXN-20484","RXN-20484","1.1.1.24"
"RXN-23180","RXN-23180","3.2.1.M32"
"DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN","DIACYLGLYCEROL-O-ACYLTRANSFERASE","2.3.1.20"
"RXN-11388","RXN-11388","1.14.14"
"ARABISOM-RXN","ARABISOM","5.3.1.4"
"2.8.2.7-RXN","2.8.2.7","2.8.2.7"
"RXN-16950","RXN-16950","1.14.13.24"
"RXN-9157","RXN-9157","2.3.2.2"
"RXN-13912","RXN-13912","2.1.1"
"RXN-16420","RXN-16420","1.12.98"
"RXN-22615","RXN-22615","2.4.1.227"
"RXN-10916","RXN-10916","2.1.1.6"
"RXN-13418","RXN-13418","1.14.14.5"
"RXN-19375","RXN-19375","2.3.1.271"
"RXN-22102","RXN-22102","2.4.1"
"2.1.1.99-RXN","2.1.1.99","2.1.1.99"
"4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN","4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE","1.13.11.27"
"RXN-10067","RXN-10067","4.1.1.99"
"RXNQT-4320","RXNQT-4320","4.4.1.13"
"RXN-10922","RXN-10922","1.4.3.23"
"RXN-13424","RXN-13424","3.1.1"
"RXN-19379","RXN-19379","3.2.1.51"
"2.1.3.7-RXN","2.1.3.7","2.1.3.7"
"4-METHYLENEGLUTAMINASE-RXN","4-METHYLENEGLUTAMINASE","3.5.1.67"
"RXNQT-4323","RXNQT-4323","4.4.1.13"
"RXN-15944","RXN-15944","2.7.4.31"
"RXN-15400","RXN-15400","2.5.1.M31"
"RXN-21564","RXN-21564","2.7.7.76"
"1.1.1.270-RXN","1.1.1.270","1.1.1.270"
"PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN","PHOSPHATIDYLINOSITOL-3-PHOSPHATASE","3.1.3.64"
"RXN-12375","RXN-12375","2.1.1.216"
"RXN-18427","RXN-18427","1.2.1.M5"
"RXN-21042","RXN-21042","5.2.1.M1"
"HOMOSERDEHYDROG-RXN","HOMOSERDEHYDROG","1.1.1.3"
"RXN-17963","RXN-17963","2.3.1.280"
"RXN0-5289","RXN0-5289","1.1.1.60"
"RXN-14879","RXN-14879","1.14.14"
"RXN-4243","RXN-4243","1.14.19.41"
"RXN-9736","RXN-9736","2.1.1.269"
"RXN-11867","RXN-11867","2.1.1.200"
"RXN-1442","RXN-1442","2.4.1.195"
"RXN-20519","RXN-20519","3.1.4.11"
"RXN-23209","RXN-23209","1.3.1"
"DIHYDROBUNOLOL-DEHYDROGENASE-RXN","DIHYDROBUNOLOL-DEHYDROGENASE","1.1.1.160"
"ARISTOLOCHENE-SYNTHASE-RXN","ARISTOLOCHENE-SYNTHASE","4.2.3.9"
"3-ACI-NITROPROPANOATE-OXIDASE-RXN","3-ACI-NITROPROPANOATE-OXIDASE","1.7.3.5"
"RXN-16973","RXN-16973","1.2.1"
"RXN-13932","RXN-13932","2.1.1"
"RXN-16453","RXN-16453","1.13.12"
"RXN-8684","RXN-8684","1.23.1.4"
"RXN-10940","RXN-10940","3.1.3.62"
"RXN-13446","RXN-13446","3.1.2"
"RXN-19396","RXN-19396","2.3.1.273"
"RXN-22125","RXN-22125","2.4.1"
"2.3.1.131-RXN","2.3.1.131","2.3.1.131"
"4.1.1.80-RXN","4.1.1.80","4.1.1.80"
"RXN-10094","RXN-10094","1.3.1.119"
"RXN-18940","RXN-18940","1.14.13"
"RXN-15961","RXN-15961","2.5.1"
"RXN-8213","RXN-8213","4.99.1.M1"
"RXN1R65-47","RXN1R65-47","3.1.1.M24"
"RXN-15419","RXN-15419","2.5.1.122"
"RXN-7571","RXN-7571","2.6.1.58"
"1.1.1.53-RXN","1.1.1.53","1.1.1.53"
"PHOSPHONOACETALDEHYDE-HYDROLASE-RXN","PHOSPHONOACETALDEHYDE-HYDROLASE","3.11.1.1"
"RXN-18446","RXN-18446","6.2.1.1"
"HYDROXYGLUTAMATE-DECARBOXYLASE-RXN","HYDROXYGLUTAMATE-DECARBOXYLASE","4.1.1.16"
"RXN-17981","RXN-17981","1.14.13.232"
"RXN0-5387","RXN0-5387","1.6.5"
"RXN-14902","RXN-14902","2.4.1"
"RXN-4313","RXN-4313","3.2.2"
"RXN-9752","RXN-9752","2.4.1"
"RXN-14437","RXN-14437","2.1.1.44"
"RXN-20537","RXN-20537","3.1.1.116"
"DIISOPROPYL-FLUOROPHOSPHATASE-RXN","DIISOPROPYL-FLUOROPHOSPHATASE","3.1.8.2"
"RXN-17489","RXN-17489","3.1.3.62"
"RXN-19993","RXN-19993","1.3.1.M19"
"ARYLSULFAT-RXN","ARYLSULFAT","3.1.6.1"
"3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE-RXN","3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE","1.1.99.26"
"RXN-13948","RXN-13948","2.3.1"
"RXN-8702","RXN-8702","1.14.19"
"RXN-10960","RXN-10960","3.1.3.66"
"RXN-13468","RXN-13468","1.1.1.332"
"RXN-19413","RXN-19413","3.1.1"
"RXN-22146","RXN-22146","2.4.1"
"2.3.1.158-RXN","2.3.1.158","2.3.1.158"
"4.1.3.26-RXN","4.1.3.26","4.1.3.26"
"RXN-10111","RXN-10111","1.21.99.M3"
"RXN-16474","RXN-16474","3.5.1.12"
"RXN-8235","RXN-8235","2.3.1"
"RXN2B4Q-49","RXN2B4Q-49","3.5.1.108"
"RXN-15441","RXN-15441","1.14.14"
"RXN-21730","RXN-21730","2.7.1.90"
"RXN-7597","RXN-7597","3.2.2.25"
"1.1.4.1-RXN","1.1.4.1","1.17.4.4"
"RXN-18467","RXN-18467","1.1.1.406"
"HYDROXYPYRUVATE-REDUCTASE-RXN","HYDROXYPYRUVATE-REDUCTASE","1.1.1.81"
"RXN0-5455","RXN0-5455","1.2.1.99"
"RXN-14926","RXN-14926","1.13.11.77"
"RXN-4466","RXN-4466","1.2.1"
"RXN-9775","RXN-9775","2.1.3.10"
"RXN-11913","RXN-11913","1.1.99"
"RXN-14454","RXN-14454","2.3.1.224"
"RXN-20554","RXN-20554","3.1.1.4"
"RXN-23257","RXN-23257","6.3.2.4"
"DISULFOGLUCOSAMINE-6-SULFATASE-RXN","DISULFOGLUCOSAMINE-6-SULFATASE","3.1.6.11"
"RXN-11439","RXN-11439","4.4.1.M2"
"RXN-17512","RXN-17512","1.14.13.225"
"RXN-20011","RXN-20011","3.1.1.109"
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE","1.2.1.11"
"3-OXOLAURATE-DECARBOXYLASE-RXN","3-OXOLAURATE-DECARBOXYLASE","4.1.1.56"
"RXN-17011","RXN-17011","2.3.1.51"
"RXN-9209","RXN-9209","1.14.13"
"RXN-13965","RXN-13965","2.4.1.297"
"RXN-22699","RXN-22699","2.8.1"
"RXN-8718","RXN-8718","2.3.1"
"RXN-10977","RXN-10977","3.6.1.52"
"RXN-13486","RXN-13486","1.14.14.183"
"RXN-19438","RXN-19438","1.14.13.M66"
"RXN-22167","RXN-22167","2.4.1"
"2.3.1.42-RXN","2.3.1.42","2.3.1.42"
"4.2.2.13-RXN","4.2.2.13","4.2.2.13"
"RXN-10129","RXN-10129","1.14.13.7"
"RXN-18976","RXN-18976","4.2.3.189"
"S-FORMYLGLUTATHIONE-HYDROLASE-RXN","S-FORMYLGLUTATHIONE-HYDROLASE","3.1.2.12"
"RXN-16014","RXN-16014","1.13.11"
"RXN-8266","RXN-8266","2.4.1"
"RXN2DNV-13","RXN2DNV-13","2.4.99"
"RXN-12933","RXN-12933","2.4.1.328"
"RXN-21751","RXN-21751","1.3.8"
"RXN-7624","RXN-7624","1.14.14"
"1.13.11.16-RXN","1.13.11.16","1.13.11.16"
"PRIBFAICARPISOM-RXN","PRIBFAICARPISOM","5.3.1.16"
"RXN-12435","RXN-12435","3.2.1"
"RXN-21110","RXN-21110","2.7.7"
"IMPCYCLOHYDROLASE-RXN","IMPCYCLOHYDROLASE","3.5.4.10"
"RXN-15460","RXN-15460","1.14.14.168"
"RXN-18036","RXN-18036","2.4.2"
"RXN0-6382","RXN0-6382","3.6.1.66 // EC-3.6.1.9"
"RXN-14943","RXN-14943","4.2.1.152"
"RXN-9807","RXN-9807","1.14.14.80"
"RXN-20570","RXN-20570","1.11.1.12"
"DTDPDEHYRHAMREDUCT-RXN","DTDPDEHYRHAMREDUCT","1.1.1.133"
"RXN-11456","RXN-11456","2.1.1.243"
"RXN-17531","RXN-17531","6.3.2"
"BADEL6OXRED-RXN","BADEL6OXRED","1.3.1.114"
"3.1.1.72-RXN","3.1.1.72","3.1.1.72"
"RXN-17043","RXN-17043","1.14.14"
"RXN-9229","RXN-9229","2.1.1.64"
"RXN-13982","RXN-13982","2.3.1"
"RXN-22720","RXN-22720","2.4.1"
"RXN-10998","RXN-10998","6.3.3"
"RXN-19514","RXN-19514","2.3.1"
"RXN-22189","RXN-22189","2.4.99"
"2.3.1.89-RXN","2.3.1.89","2.3.1.89"
"4.2.3.11-RXN","4.2.3.11","4.2.3.11"
"SEDOHEPTULOSE-BISPHOSPHATASE-RXN","SEDOHEPTULOSE-BISPHOSPHATASE","3.1.3.37"
"RXN-16033","RXN-16033","1.1.1.159"
"RXN-8286","RXN-8286","2.4.1"
"RXN2DNV-28","RXN2DNV-28","2.4.1.152"
"RXN-12956","RXN-12956","1.1.1.323"
"RXN-7650","RXN-7650","1.14.19.76"
"1.14.11.18-RXN","1.14.11.18","1.14.11.18"
"PROPIONATE-COA-TRANSFERASE-RXN","PROPIONATE-COA-TRANSFERASE","2.8.3.1"
"RXN-12458","RXN-12458","2.1.1.228"
"ISOBUTYRYL-COA-MUTASE-RXN","ISOBUTYRYL-COA-MUTASE","5.4.99.13"
"RXN-18053","RXN-18053","2.4.1"
"RXN0-6515","RXN0-6515","2.1.1.171"
"RXN-14978","RXN-14978","1.14.14.121"
"RXN-4724","RXN-4724","2.4.1"
"RXN-9831","RXN-9831","1.17.99"
"RXN-23305","RXN-23305","1.13.11"
"RXN-11485","RXN-11485","2.5.1.82"
"RXN-2006","RXN-2006","2.3.1.16"
"BETA-ALANOPINE-DEHYDROGENASE-RXN","BETA-ALANOPINE-DEHYDROGENASE","1.5.1.26"
"RXN-14492","RXN-14492","2.3.1.199"
"RXN-17064","RXN-17064","4.1.1.M3"
"RXN-9245","RXN-9245","1.1.1.318"
"RXN-13999","RXN-13999","2.1.1.268"
"RXN-22739","RXN-22739","5.3.1.5"
"RXN-19530","RXN-19530","2.1.1.349"
"RXN-2221","RXN-2221","1.14.13.237"
"2.4.1.115-RXN","2.4.1.115","2.4.1.115"
"4.3.1.22-RXN","4.3.1.22","4.3.1.22"
"RXN-10433","RXN-10433","6.3"
"RXN-19011","RXN-19011","2.4.1.65"
"SHIKIMATE-PQQ-RXN","SHIKIMATE-PQQ","1.1.5.8"
"RXN-13521","RXN-13521","2.4.1"
"RXN-8303","RXN-8303","1.14.19.35"
"RXN2G6Z-1","RXN2G6Z-1","2.7.1.130"
"RXN-12981","RXN-12981","4.2.3.109"
"RXN-21786","RXN-21786","2.3.1.16"
"RXN-7673","RXN-7673","2.5.1.62"
"1.14.13.101-RXN","1.14.13.101","1.14.13.101"
"PRPPAMIDOTRANS-RXN","PRPPAMIDOTRANS","2.4.2.14"
"RXN-12479","RXN-12479","2.1.1.225"
"ISOPROPANOL-DEHYDROGENASE-NADP+-RXN","ISOPROPANOL-DEHYDROGENASE-NADP+","1.1.1.80"
"RXN-15518","RXN-15518","2.4.1.9"
"RXN-18071","RXN-18071","3.6.1.M1"
"RXN0-6564","RXN0-6564","2.7.1"
"RXN-14999","RXN-14999","4.1.1"
"RXN-11998","RXN-11998","1.2.1.82"
"RXN-20609","RXN-20609","2.1.1.362"
"ETHANOLAMINEPHOSPHOTRANSFERASE-RXN","ETHANOLAMINEPHOSPHOTRANSFERASE","2.7.8.1"
"RXN-11511","RXN-11511","1.14.12.22"
"RXN-17570","RXN-17570","1.14.13.M33"
"BIOTIN--COA-LIGASE-RXN","BIOTIN--COA-LIGASE","6.2.1.11"
"RXN-14514","RXN-14514","3.1.3"
"RXN-17081","RXN-17081","2.3.1"
"RXN-9290","RXN-9290","1.1.1.295"
"RXN-11034","RXN-11034","1.1.1"
"RXN-22226","RXN-22226","2.4.1"
"2.4.1.142-RXN","2.4.1.142","2.4.1.142"
"5-AMINOLEVULINIC-ACID-SYNTHASE-RXN","5-AMINOLEVULINIC-ACID-SYNTHASE","2.3.1.37"
"RXN-10451","RXN-10451","2.8.2.39"
"RXN-16547","RXN-16547","1.14.19"
"RXN-19029","RXN-19029","1.13.11.85"
"SPHINGOMYELIN-PHOSPHODIESTERASE-RXN","SPHINGOMYELIN-PHOSPHODIESTERASE","3.1.4.12"
"RXN-13540","RXN-13540","2.4.1"
"RXN-16070","RXN-16070","1.14.19.36"
"RXN-8320","RXN-8320","1.14.19.22"
"RXN3O-12","RXN3O-12","1.14.13"
"RXN-7694","RXN-7694","1.1.1.1"
"1.14.13.62-RXN","1.14.13.62","1.14.13.62"
"PUTRESCINE-OXIDASE-RXN","PUTRESCINE-OXIDASE","1.4.3.10"
"RXN-18561","RXN-18561","1.1.1.412"
"RXN-21188","RXN-21188","1.3.3.16"
"KETOBUTFORMLY-RXN","KETOBUTFORMLY","2.3.1"
"RXN-15537","RXN-15537","2.1.1"
"RXN0-6733","RXN0-6733","3.6.1.63"
"RXN-15016","RXN-15016","3.5.1"
"RXN-9867","RXN-9867","5.5.1.7"
"RXN-12019","RXN-12019","1.8.4.10"
"RXN-11531","RXN-11531","1.14.14.147"
"CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN","CAFFEOYL-COA-O-METHYLTRANSFERASE","2.1.1.104"
"RXN-14530","RXN-14530","2.1.1"
"RXN-171","RXN-171","1.14.11"
"RXN-9311","RXN-9311","3.1.2.28"
"RXN-14046","RXN-14046","3.1.3.74"
"RXN-11057","RXN-11057","1.14.14.1"
"RXN-19579","RXN-19579","2.1.1"
"RXN-22249","RXN-22249","2.4.99.13"
"2.4.1.167-RXN","2.4.1.167","2.4.1.167"
"5.1.3.17-RXN","5.1.3.17","5.1.3.17"
"RXN-16566","RXN-16566","1.1.1"
"STIPITATONATE-DECARBOXYLASE-RXN","STIPITATONATE-DECARBOXYLASE","4.1.1.60"
"RXN-13558","RXN-13558","3.5.99.9"
"RXN-16086","RXN-16086","1.14.20"
"RXN-8342","RXN-8342","2.8.1.12"
"RXN3O-504","RXN3O-504","3.1.3"
"RXN-7739","RXN-7739","4.99.1.10"
"1.14.13.84-RXN","1.14.13.84","1.14.13.84"
"PYRITHIAMIN-DEAMINASE-RXN","PYRITHIAMIN-DEAMINASE","3.5.4.20"
"RXN-18585","RXN-18585","5.4.99.13"
"L-ARABINOKINASE-RXN","L-ARABINOKINASE","2.7.1.46"
"RXN-15553","RXN-15553","6.3.2"
"RXN-18111","RXN-18111","1.13.11.M5"
"RXN-9884","RXN-9884","1.13.11.M6"
"RXN-23382","RXN-23382","1.1.1.67"
"FORMALDEHYDE-TRANSKETOLASE-RXN","FORMALDEHYDE-TRANSKETOLASE","2.2.1.3"
"RXN-17607","RXN-17607","3.5.5.1"
"CARNITINE-3-DEHYDROGENASE-RXN","CARNITINE-3-DEHYDROGENASE","1.1.1.108"
"3.1.3.69-RXN","3.1.3.69","3.1.3.69"
"RXN-14547","RXN-14547","6.3.1.15"
"RXN-17116","RXN-17116","2.3.1.16"
"RXN-9342","RXN-9342","2.1.1.M76"
"RXN-14069","RXN-14069","1.14.14.162"
"RXN-8814","RXN-8814","1.14.12.23"
"RXN-11072","RXN-11072","2.4.1"
"RXN-19596","RXN-19596","4.4.1.13"
"RXN-22266","RXN-22266","1.1.1.141"
"2.4.1.198-RXN","2.4.1.198","2.4.1.198"
"5.4.4.3-RXN","5.4.4.3","5.4.4.3"
"RXN-16589","RXN-16589","1.14.13"
"RXN-19070","RXN-19070","1.3.8.14"
"SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE","1.2.1.24"
"RXN-13593","RXN-13593","4.1.2"
"RXN-16101","RXN-16101","1.14.19.4"
"RXN3O-9965","RXN3O-9965","2.1.1.145"
"RXN-10603","RXN-10603","4.2.3"
"RXN-21851","RXN-21851","2.4.1.60"
"RXN-776","RXN-776","1.1.99.M2"
"1.14.99.20-RXN","1.14.99.20","1.14.99.20"
"QUERCITRINASE-RXN","QUERCITRINASE","3.2.1.40"
"RXN-18607","RXN-18607","2.4.1.346"
"L-LYSINE-OXIDASE-RXN","L-LYSINE-OXIDASE","1.4.3.14"
"RXN-18129","RXN-18129","1.1"
"RXN0-7012","RXN0-7012","2.7.8.41"
"RXN-15051","RXN-15051","1.1.1.386"
"RXN-5121","RXN-5121","4.2.3.105"
"RXN-9900","RXN-9900","1.14.13"
"RXN-20669","RXN-20669","3.6.1.58"
"FPPSYN-RXN","FPPSYN","2.5.1.10"
"RXN-20143","RXN-20143","1.17.99.8"
"CATECHOL-OXIDASE-RXN","CATECHOL-OXIDASE","1.10.3.1"
"3.1.4.38-RXN","3.1.4.38","3.1.4.38"
"RXN-14572","RXN-14572","5.1.3.26"
"RXN-17143","RXN-17143","1.17.1"
"RXN-9362","RXN-9362","2.1.1.163"
"RXN-11565","RXN-11565","1.5.1.43"
"RXN-14087","RXN-14087","4.2.1.M14"
"RXN-19621","RXN-19621","1.1.1.416"
"RXN-22282","RXN-22282","2.7.1.181"
"2.4.1.219-RXN","2.4.1.219","2.4.1.219"
"6-METHYLSALICYLATE-DECARBOXYLASE-RXN","6-METHYLSALICYLATE-DECARBOXYLASE","4.1.1.52"
"RXN-16634","RXN-16634","2.4.1.184"
"SULFOCYS-RXN","SULFOCYS","2.5.1.144"
"RXN-13614","RXN-13614","6.2.1.2 // EC-6.2.1.3"
"RXN-16124","RXN-16124","6.3.2"
"RXN-8393","RXN-8393","1.14.99"
"RXN4FS-9","RXN4FS-9","3.1.3"
"RXN-1062","RXN-1062","1.14.13"
"RXN-13080","RXN-13080","6.3.2.59"
"RXN-21869","RXN-21869","2.4.1"
"RXN-7784","RXN-7784","1.1.1.219"
"1.2.1.30-RXN","1.2.1.30","1.2.1.30"
"R12-RXN","R12","5.3.1.27"
"RXN-21252","RXN-21252","2.4.1.M64"
"LACTATE-ALDOLASE-RXN","LACTATE-ALDOLASE","4.1.2.36"
"RXN-15601","RXN-15601","1.1.1"
"RXN-18152","RXN-18152","1.14.13"
"RXN0-7075","RXN0-7075","2.8.3.19"
"RXN-12568","RXN-12568","1.2.1"
"RXN-15070","RXN-15070","2.1.1"
"RXN-5185","RXN-5185","3.5.1.130"
"RXN-9918","RXN-9918","2.3.1.21"
"METHYLACETOACETYLCOATHIOL-RXN","METHYLACETOACETYLCOATHIOL","2.3.1.16"
"RXN-12070","RXN-12070","3.7.1.14"
"RXN-23424","RXN-23424","3.3.2.10"
